fire_number,fire_location_latitude,fire_location_longitude,fire_origin,general_cause_desc,activity_class,fire_type,weather_conditions_over_fire,fuel_type,fire_duration,fire_duration2,fire_duration3,reported_month
1,53.3705,-117.737,6,9,21,4,4,2,10740,3120,4680,5
3,58.841667,-114.291333,6,4,0,4,1,8,778200,755580,5880,8
7,52.247667,-114.8857,5,11,9,4,2,11,10320,3300,6120,5
2,54.824722,-118.595,6,10,7,3,3,0,600,0,600,6
1,53.604367,-115.945467,5,11,9,4,3,0,932760,4020,928740,6
0,50.10935,-114.640083,6,10,7,3,4,0,600,0,600,5
5,57.432083,-111.586633,6,14,0,4,3,0,281100,0,257100,8
4,55.917,-110.731667,2,11,6,4,3,6,75300,0,74520,4
5,57.11595,-112.555283,6,4,0,4,4,8,18840,8580,5220,6
5,59.983333,-111.85,6,4,0,4,1,8,9060,2700,4500,7
6,56.85357,-117.20882,6,1,9,3,5,0,704580,0,626820,4
1,53.599367,-116.510667,5,11,31,4,3,2,266940,3360,258000,5
6,56.035017,-116.3946,6,4,0,4,4,2,57240,0,54480,6
1,53.35145,-117.1167,6,1,15,3,3,13,7500,0,60,9
0,51.400883,-115.07675,6,10,8,0,0,0,900,0,900,6
8,55.88634,-115.860903,3,10,7,3,4,0,900,0,900,7
6,55.72525,-116.808283,6,6,16,4,3,2,825120,97920,675900,5
1,53.59291700000001,-115.7453,6,4,0,4,3,6,46740,0,1080,5
1,53.81871700000001,-119.127017,6,6,16,4,4,3,100800,11520,82560,8
8,55.483783,-116.6544,5,11,16,4,3,14,172500,60,140400,5
9,54.402733,-114.81925,5,11,9,4,4,0,75960,0,68100,8
3,59.229717,-119.975783,6,4,0,4,3,8,26598720,3205620,22390380,6
8,55.76600000000001,-115.579333,6,4,0,4,5,2,80460,120,76500,6
1,53.60096600000001,-116.183996,5,14,0,4,3,11,4920,0,2100,5
0,51.179017,-114.863,2,3,13,4,3,12,100500,3600,93060,10
8,56.52628299999999,-116.055267,6,7,18,4,4,2,1270860,57600,1198260,5
3,57.86881700000001,-116.872267,5,0,15,4,3,0,1892160,14340,1870260,9
1,53.715833,-115.426667,5,11,33,3,4,11,5760,0,180,6
0,51.631083,-115.092667,6,10,7,0,0,0,4920,0,4920,8
0,51.157417,-114.887933,2,11,23,4,4,0,63360,0,62160,5
5,57.176033,-112.145917,6,4,0,4,1,2,512220,180180,249540,8
1,53.698433,-115.377467,5,11,14,4,4,11,3240,0,60,5
5,56.69205,-111.494233,6,14,0,3,4,7,80520,1380,4800,10
8,56.915083,-115.102883,6,4,0,4,4,2,9660,1860,2940,8
5,57.40601700000001,-113.596,6,4,0,4,3,2,90720,71640,14100,7
4,55.2335,-112.31022,6,10,8,4,4,2,314160,60,81840,11
9,54.046583,-115.52545,6,4,0,3,5,12,47760,1800,43500,7
3,58.469152,-114.540949,2,3,31,4,4,11,50100,0,48600,4
4,55.92546700000001,-110.722717,2,11,11,4,4,0,81360,0,80400,4
0,50.85195,-114.61675,6,10,7,4,2,0,600,0,600,5
8,56.2042,-114.508083,6,4,0,2,5,2,5700,3600,300,6
8,56.955633,-115.66095,6,4,0,4,2,2,92040,83700,3600,8
0,51.2065,-114.935,2,11,26,4,4,11,5940,0,3840,5
1,53.60305,-116.584517,5,11,16,4,3,0,150900,0,147900,8
7,51.640933,-115.094567,6,3,31,4,3,3,7380,0,0,8
8,57.32066700000001,-114.964167,6,4,0,3,3,8,10920,1500,3600,7
4,55.9312,-110.723367,2,3,13,4,3,11,300,0,60,4
3,58.48375,-114.517617,2,6,23,4,3,0,800400,0,771540,6
5,57.379567,-113.146067,6,4,0,4,1,2,84780,0,72720,7
7,51.76206,-115.48263,6,4,0,3,2,2,276600,165600,3840,7
9,54.105133,-117.5185,6,14,0,4,4,14,15240,7140,7260,5
6,56.22185,-118.137514,5,11,9,3,4,0,586920,0,586020,5
8,55.98995600000001,-114.049697,6,4,0,3,4,8,346500,4920,333600,6
6,56.13353299999999,-116.872483,6,11,32,4,3,0,4200,0,1800,9
8,56.44818299999999,-115.989583,6,11,27,3,4,11,7740,0,2220,8
3,58.453817,-114.575517,2,3,4,4,4,11,97140,2940,900,4
3,58.711967,-118.677567,2,3,31,4,4,11,66060,39720,20040,5
2,54.962283,-119.762383,5,11,16,3,4,0,432060,0,421440,9
0,49.915917,-114.393183,6,10,8,0,0,0,1200,0,1200,9
3,59.568333,-116.196333,6,4,0,4,2,2,262440,81660,60,6
7,52.065433,-115.091717,6,10,8,0,0,0,900,0,900,5
5,57.42655,-113.59125,6,4,0,4,1,2,9840,1740,4020,6
8,55.56461700000001,-114.57795,6,4,0,3,3,8,7440,3960,2700,8
1,53.1475,-115.7505,6,4,0,4,2,2,9480,6120,1200,8
6,56.984,-116.158333,6,4,0,4,3,8,79860,49620,2100,7
3,59.88335,-116.91043,6,2,25,4,3,2,95940,60360,24960,6
8,56.465833,-115.600333,6,4,0,4,5,1,54000,12180,300,6
8,57.320533,-114.88865,6,4,0,4,3,2,56160,48420,1800,8
2,54.439567,-118.824291,6,4,0,4,4,8,17400,6720,5580,7
1,53.371779,-117.714194,6,7,15,4,4,11,9540,0,4080,8
0,50.8127,-114.6326,6,10,7,4,4,0,1380,0,1380,9
8,56.36983299999999,-114.980667,6,4,0,2,3,2,161280,95220,3720,6
4,54.9145,-111.9,6,10,7,4,4,8,4440,1380,2940,5
5,56.974833,-111.492,5,4,0,4,3,3,13560,8340,3660,7
5,58.00231700000001,-112.606217,6,4,0,2,4,2,2931600,948600,1609200,6
3,57.778733,-116.3263,6,4,0,2,3,2,12866640,2773620,8825640,6
0,49.36493,-114.3118,6,10,8,0,0,0,1560,0,1560,8
5,56.469883,-111.520983,6,4,0,4,2,2,12960,0,9900,6
6,56.6903,-117.398433,5,0,9,4,3,11,61020,0,58020,5
0,51.555667,-115.209667,6,10,8,0,0,0,600,0,600,8
4,55.910883,-110.752183,6,3,31,4,3,12,21000,5820,12120,4
5,56.688433,-111.299533,5,11,5,4,3,11,242040,0,239640,7
1,53.7971,-116.734267,6,2,9,3,4,7,933660,0,867240,2
9,54.460833,-117.590167,6,4,0,4,4,2,15360,1500,7500,8
7,52.739517000000006,-115.400145,6,4,0,4,4,2,11040,0,6300,5
3,58.714115,-118.668094,2,3,13,4,4,11,22200,0,22200,5
2,55.06875,-117.433083,6,6,15,3,3,12,4260,0,60,8
9,54.19903299999999,-115.862717,6,6,30,4,3,11,9240,0,720,5
3,58.428783,-115.828817,5,11,24,4,3,11,152400,62760,86400,5
3,58.42976700000001,-118.686667,6,4,0,4,4,2,91500,77640,60,6
3,58.7116,-118.708,2,3,31,4,3,12,9540,0,3060,4
5,56.58836700000001,-111.321533,6,10,7,4,3,0,2100,180,360,5
4,54.793133,-113.53845,5,11,23,4,3,12,92640,0,88800,10
7,52.76139000000001,-115.351781,2,11,23,4,3,11,674940,0,669840,7
3,58.461817,-114.5432,2,3,31,4,3,12,10800,0,3420,6
8,55.97505,-113.87405,6,11,11,4,4,12,107100,1560,103680,5
8,56.5095,-113.7001,6,4,0,4,4,8,62880,55200,1800,7
5,57.65385,-113.3484,6,4,0,4,4,4,333360,75120,253380,7
4,55.929833,-110.725183,2,11,11,4,3,12,900,0,600,4
7,52.359237,-114.990382,5,11,5,4,4,0,66000,0,62700,9
0,49.45034,-114.32484,6,10,7,4,4,0,3600,0,3600,5
4,55.90065,-111.946017,6,4,0,4,3,8,9420,540,7380,6
3,59.999,-117.651,6,4,0,4,5,2,1108500,15780,950760,7
3,58.7763,-118.2675,6,10,8,4,3,2,2510100,0,2419440,1
3,59.904633,-115.8205,6,4,0,4,5,2,154500,0,100560,7
9,54.041104,-115.900718,6,14,0,3,3,0,78720,0,65700,10
4,55.931567,-110.725617,2,3,29,4,4,12,78660,0,78300,5
3,59.99611700000001,-116.640833,6,4,0,2,4,2,4059960,100860,3789720,6
6,57.9045,-117.858733,3,14,0,4,5,8,10740,0,4620,5
4,54.903769,-112.54034,6,6,32,4,5,12,2880,0,1380,6
4,56.206667,-112.711167,6,4,0,3,4,8,12780,4380,5400,6
4,55.83688299999999,-112.179967,6,11,32,4,4,11,11760,0,300,4
6,57.816033,-117.660367,5,11,9,4,3,0,336600,0,331200,6
4,55.08216700000001,-110.617,1,4,0,4,5,3,5460,900,300,7
5,56.476817,-110.038067,6,4,0,2,3,2,286800,188580,87300,6
4,55.92565,-110.725717,2,14,0,4,3,8,8880,7020,60,8
7,52.701375,-115.372978,2,11,23,4,3,0,504120,0,500700,4
0,49.634583,-114.482067,6,11,6,4,3,12,1500,0,0,4
2,55.343253,-117.196255,5,11,23,4,4,11,658080,36000,606600,5
1,53.5317,-116.807567,6,3,4,4,4,7,0,0,0,4
8,56.5595,-113.642167,6,4,0,2,2,2,52800,0,7560,7
8,55.610315,-114.447017,6,4,0,3,3,8,8460,2700,1800,7
6,56.727133,-118.544933,6,4,0,4,4,2,84300,5040,79140,7
3,58.700017,-118.688133,2,11,11,4,4,11,82560,2100,76980,5
2,55.763057,-119.557971,6,7,18,4,3,12,50280,0,600,4
5,56.6602,-111.2338,6,10,30,3,3,12,19920,1500,16500,7
1,53.613783,-115.577533,6,14,0,4,4,12,4860,0,1080,7
4,56.204484,-110.258373,6,4,0,4,4,2,14700,4200,5280,7
2,54.89572,-117.334201,5,3,4,3,3,0,186720,17100,163800,6
4,55.463,-112.213833,6,4,0,4,3,2,11160,5640,5400,7
9,54.585,-115.353,6,1,31,4,3,8,2570580,83700,2296800,7
1,53.37599,-117.71019,5,11,5,4,3,11,252660,0,250980,4
0,51.574083,-114.991483,6,10,8,0,0,0,300,0,300,8
6,56.38186700000001,-116.6903,6,4,0,4,2,2,4680,1860,2640,6
1,53.610933,-115.594267,6,3,13,4,3,11,8640,0,5820,4
7,53.119177,-115.084225,5,11,9,4,3,11,6780,0,2940,4
8,55.402,-116.303283,5,11,16,4,3,12,72840,0,67860,4
9,54.23305,-116.770883,6,1,16,4,4,3,538320,0,531360,3
5,56.90926700000001,-111.463067,6,10,8,0,0,0,5280,0,1140,10
4,55.42313299999999,-112.7151,6,4,0,4,4,14,11280,7500,1980,6
0,50.851867,-114.617833,6,10,7,4,3,0,2280,0,2280,8
3,58.718333,-118.751267,2,3,31,3,4,11,7800,180,2580,4
3,59.617217,-116.152333,6,4,0,4,2,2,78180,61680,6660,6
6,56.305283,-116.574333,6,14,0,4,3,2,64560,46020,12420,7
0,50.891533,-114.669967,7,10,8,0,0,0,900,0,540,7
4,54.543083,-110.6353,6,10,7,4,4,0,8700,0,8700,5
3,58.703617,-118.673033,2,10,14,3,3,11,415200,0,412800,7
6,56.6371,-117.445217,6,1,12,3,3,0,264780,600,262800,7
9,54.188467,-116.761383,6,1,16,4,4,11,236100,49800,186300,3
3,59.356333,-118.954594,6,4,0,4,3,2,30573960,10639860,19353480,6
4,54.50103299999999,-110.5767,6,10,7,4,3,2,4020,0,720,7
0,51.651483,-115.150667,6,10,7,0,0,0,1500,0,1500,5
2,54.637811,-118.682711,6,10,7,4,4,0,900,0,900,5
2,55.06445,-117.812917,6,10,7,4,5,0,300,0,300,8
0,51.581317,-114.994183,6,10,8,0,0,0,1080,0,1080,5
8,55.796283,-115.27415,6,4,0,4,2,2,3300,660,1140,6
6,57.686883,-117.910983,6,4,0,4,3,0,154020,7500,136020,6
4,55.9318,-110.726583,2,3,4,4,3,11,8220,0,600,5
8,55.1138,-115.849317,6,4,0,4,4,2,4800,1500,1200,8
8,56.34625,-113.988983,6,4,0,4,1,2,6120,900,900,7
6,56.5236,-117.1987,5,11,23,3,4,0,15720,0,12840,7
5,59.207767,-111.0165,6,4,0,4,3,3,1813260,1805760,60,7
0,49.427283,-114.393483,6,10,8,0,0,0,900,0,900,5
4,54.83985,-111.4253,6,4,0,3,2,2,7500,2880,1200,6
9,54.13911700000001,-115.742767,6,11,24,3,3,11,51120,0,1320,5
4,55.908833,-110.744,5,3,31,4,3,12,5640,0,5640,4
7,52.7025,-115.372217,2,11,23,4,4,0,8940,0,5220,5
8,56.686267,-114.581583,5,3,31,4,4,2,9300,0,1200,5
5,57.007333,-112.58855,6,4,0,3,5,8,9240,4620,4260,6
0,49.296067,-114.401,6,10,7,3,2,3,90000,2700,82800,9
4,54.537533,-113.714817,6,10,2,3,4,2,8700,600,4440,7
3,58.275833,-116.578057,6,10,8,4,4,7,68400,5820,61500,4
5,56.532133,-111.237017,6,4,0,3,1,2,70680,7800,58320,5
2,54.70275,-117.053083,6,4,0,2,4,2,418500,66300,344100,6
3,59.31696700000001,-117.244217,6,4,0,4,4,2,10380,1200,4380,7
5,58.818133,-111.06205,6,4,0,4,1,4,4380,1080,3300,7
8,56.478533,-115.087817,6,4,0,3,3,8,334200,82200,246720,8
3,58.70588299999999,-118.703683,2,11,9,4,3,11,58200,36000,20400,4
1,53.577433,-116.670933,6,4,0,4,4,8,64200,1800,59880,6
9,54.02045,-115.635483,5,11,16,3,2,0,514080,0,501420,7
1,53.94561700000001,-119.3991,6,4,0,2,3,2,12174300,855000,11151600,9
3,59.185,-117.991667,6,4,0,4,1,2,159300,105000,5700,7
1,53.315817,-117.821433,6,10,7,3,3,0,780,0,780,9
3,57.85058299999999,-116.259783,6,4,0,4,3,2,17340,3000,6840,7
8,55.874417,-116.379883,3,5,10,4,4,11,321240,0,319140,8
0,51.4755,-115.103017,6,10,8,0,0,0,60,0,60,5
7,52.300033,-115.820033,6,4,0,3,2,2,10260,0,2520,7
0,50.021889,-114.424172,6,10,8,0,0,0,900,0,900,7
6,57.190083,-116.472217,6,4,0,3,4,2,67080,5760,1500,7
7,51.7558,-114.718483,6,7,18,4,3,7,503880,0,496320,5
6,56.780717,-116.772083,6,4,0,4,4,2,79740,64020,15480,7
0,50.852233,-114.616617,6,10,8,0,0,0,840,0,840,9
8,56.841687,-113.49665,6,4,0,2,1,2,777720,173400,505380,8
7,52.997851,-116.264052,6,1,5,4,3,0,175800,0,175800,5
9,54.150733,-116.136,6,10,8,3,4,8,596400,21360,511200,11
8,55.609917,-114.004917,6,4,0,3,2,8,59280,52320,720,8
9,54.39123299999999,-117.58125,6,3,4,4,3,8,1562220,49440,1495320,6
0,50.8106,-114.626317,6,10,7,0,0,0,300,0,300,7
7,52.378683,-115.625417,6,14,0,3,5,13,25140,3900,10260,5
5,56.3372,-110.5991,6,4,0,4,3,2,346740,244800,69600,7
5,57.5377,-111.3508,6,1,9,4,3,13,13860,5700,5700,4
0,49.643965,-114.536488,5,11,9,4,3,0,849300,0,848460,5
9,54.39123299999999,-116.955933,6,3,4,4,3,11,4620,600,1980,6
4,56.011674,-110.569309,6,11,9,3,3,11,322200,0,321540,4
5,57.954371,-113.991302,6,4,0,4,5,2,251100,65760,166140,8
8,57.183333,-115.116667,6,4,0,3,3,2,67740,48300,1380,8
0,49.65958300000001,-114.5383,6,10,7,3,4,0,300,0,300,9
3,57.78,-115.475833,6,4,0,4,2,2,61620,6060,51900,7
6,56.867167,-119.896767,6,4,0,4,3,2,73320,15180,56700,6
0,49.913733,-114.390317,6,10,8,0,0,0,480,0,480,8
4,55.936917,-110.7193,2,3,31,4,4,7,11460,2280,7860,5
0,50.850333,-114.624633,6,10,8,0,0,0,600,0,600,5
0,49.91107,-114.51096,6,10,7,4,4,0,1200,0,1200,5
0,51.266567,-114.967917,6,10,7,0,0,0,480,0,480,9
8,55.95721700000001,-113.753783,6,10,8,0,0,0,360,0,300,6
6,56.375717,-116.716383,6,10,8,3,4,2,7509300,0,7501080,12
9,54.11343299999999,-115.568133,6,10,23,4,3,0,9480,0,4920,7
8,55.950233,-113.7697,2,11,8,4,3,7,8700,1800,5100,5
2,54.309433,-119.5328,6,4,0,4,4,2,594600,0,589920,7
3,58.525499,-115.151036,2,11,6,4,3,11,117000,0,116700,5
3,59.841817000000006,-116.558983,6,4,0,4,2,2,172920,19020,152340,6
0,51.275783,-115.012617,6,10,8,0,0,0,180,0,180,9
8,57.270383,-115.331617,6,4,0,4,3,8,65760,11400,52020,8
9,54.36675,-114.877967,5,11,31,3,4,11,68520,0,1560,8
3,57.5061,-115.216283,6,4,0,4,1,8,81120,14820,65400,7
2,54.843817,-118.6948,6,7,18,4,3,8,79140,960,67800,7
3,59.2822,-117.247733,6,4,0,2,4,2,509220,229380,266400,7
5,57.308,-111.869,6,7,18,4,3,12,79200,11100,66360,6
7,52.579517,-116.059467,6,10,8,3,0,0,11760,0,4380,9
0,51.633467,-115.1092,6,10,8,0,0,0,900,0,900,8
1,53.389983,-117.5358,6,6,11,3,4,11,6300,0,5400,4
8,55.91711700000001,-115.655117,2,3,31,4,4,11,15360,3600,7200,5
2,55.681383,-119.52705,6,5,10,4,4,12,8580,0,0,5
0,51.551133,-115.2062,6,10,8,0,0,0,900,0,900,7
8,57.279,-113.6225,6,4,0,4,4,2,6840,2460,1320,6
1,53.47363000000001,-117.480553,6,6,9,4,3,11,692700,0,689760,3
8,56.98283299999999,-114.733333,6,4,0,4,3,14,5018400,419400,4139400,6
2,54.919538,-119.339919,6,4,0,2,3,2,1519980,178680,1196760,6
0,51.632533,-115.102517,6,10,8,0,0,0,300,0,300,5
3,57.986433,-114.250083,6,4,0,4,1,2,12600,5280,7200,6
8,55.3735,-116.188667,6,4,0,4,4,8,45840,2820,41580,7
0,50.932533,-115.149467,6,10,8,4,3,13,5820,0,5640,7
0,51.607433,-115.148417,6,3,4,4,3,3,178980,14160,158700,6
4,55.260778,-113.216758,2,6,26,4,3,6,1200,0,840,10
0,51.40345,-115.065117,6,10,8,0,0,0,300,0,300,10
9,54.094817000000006,-116.245783,6,3,4,3,4,2,486420,432240,60,11
6,57.263267000000006,-119.190817,6,4,0,4,3,2,689100,4800,683520,5
0,51.450483,-114.662767,6,0,9,4,3,13,77400,0,62700,5
5,56.856283,-110.72585,6,4,0,4,3,2,19800,3780,6420,7
6,56.748017,-117.639483,5,11,31,4,3,0,402600,0,401100,7
6,56.137983,-117.090583,5,11,30,4,4,12,7800,0,3600,4
0,51.3427,-114.963667,6,14,0,3,4,8,5580,0,960,7
0,49.551717,-114.32645,5,11,9,4,4,0,5700,0,5040,8
2,55.229133,-117.367767,6,11,9,4,3,0,774600,0,770400,7
6,57.9248,-117.647333,3,3,4,4,3,11,69420,0,59640,4
6,56.9051,-116.898517,6,4,0,4,4,2,167700,66180,94800,8
4,55.270633,-110.821217,1,4,0,4,2,2,3780,1200,1080,7
8,57.101158,-115.040501,6,6,16,3,3,11,587580,69660,505800,5
2,54.8925,-118.690367,6,10,7,4,3,8,4800,0,3000,5
0,51.634783,-115.104017,6,10,7,4,3,0,3720,0,3720,5
1,53.46404,-117.78005,6,3,13,4,3,7,14580,3060,10080,5
4,55.269,-113.23118999999998,2,11,11,3,3,0,17340,7200,10140,4
6,56.890767,-116.864433,6,4,0,4,4,2,2940,2280,360,8
0,49.88399999999999,-114.38495,6,10,16,3,3,0,3900,0,3000,7
3,58.063383,-115.522833,6,4,0,4,3,2,15420,5820,4800,5
2,54.745583,-117.16105,6,10,31,4,3,11,6540,0,60,5
6,57.407583,-117.537417,6,11,30,4,4,8,4800,0,1260,8
1,53.454317,-117.522483,6,10,7,4,4,0,1800,300,1500,6
3,57.86115,-115.199167,6,12,0,4,4,8,79800,6300,72900,8
0,51.063017,-115.01205,2,4,0,4,5,2,6420,0,3840,6
8,55.210534,-116.301851,3,11,11,3,3,8,73620,0,72300,9
4,56.103167000000006,-110.262833,6,4,0,4,4,2,48900,28500,16260,7
2,55.045667,-118.685767,6,14,0,4,5,0,748500,39240,705600,5
5,56.911967,-112.8283,6,4,0,4,2,2,10200,6960,60,7
3,59.37075,-117.871667,6,4,0,4,3,1,5003700,839400,3300900,7
3,58.710333,-118.724267,2,11,11,3,4,12,16740,10800,3000,4
1,53.44348299999999,-116.688917,6,4,0,4,3,2,63900,2160,3420,7
0,50.81805,-114.806017,6,10,7,4,4,0,300,0,300,8
8,55.363967,-115.782833,2,11,11,4,3,8,56100,3600,48600,6
1,53.968167,-116.718233,6,14,0,4,3,12,5160,0,60,8
9,54.204791,-115.272209,6,3,13,4,1,11,3480,0,300,5
4,55.947867,-110.821267,6,11,30,4,4,11,22920,5940,15900,6
3,58.71876700000001,-118.70545,2,11,23,4,3,7,1620480,0,1614120,10
7,52.079433,-114.982633,5,11,9,4,4,0,79920,0,75360,9
9,54.2125,-115.257433,6,4,0,4,3,8,413280,5520,400500,9
3,58.52286700000001,-114.672617,5,6,9,3,4,0,360900,0,333600,8
2,54.894767,-119.906617,6,4,0,4,3,13,360240,85500,270480,7
2,55.287317,-117.405533,6,7,18,4,3,7,48600,0,2100,10
5,57.45215,-110.615883,6,4,0,4,3,2,1451580,368760,913080,5
7,52.765005,-115.738694,6,4,0,4,3,12,85500,0,60,7
2,54.8007,-119.7237,6,1,16,3,3,13,256020,0,241500,5
0,49.656817,-114.536133,6,10,8,0,0,0,900,0,900,5
0,49.978767,-114.402017,6,10,8,0,0,0,600,0,600,5
0,51.549833,-115.20025,6,10,7,0,0,0,180,0,180,7
2,54.5514,-118.60445,7,4,0,3,4,2,19200,9900,6600,6
0,51.018767,-115.397983,6,10,7,4,3,0,16800,0,0,5
8,55.181333,-113.976,6,7,15,4,3,12,6780,0,120,5
6,57.076567,-116.809817,6,11,2,4,4,12,7620,0,1740,9
5,56.63095,-111.558317,6,10,31,3,3,2,76440,0,5940,10
5,59.79595,-111.071717,6,4,0,4,1,7,77820,10020,58440,6
3,59.9043,-116.6362,6,4,0,3,3,2,68640,3900,59100,6
3,59.050383,-119.547067,6,4,0,4,4,2,604680,262560,336540,6
8,55.247967,-114.687583,5,3,31,4,4,0,5520,0,3780,10
4,55.9065,-110.745983,5,11,11,4,3,11,17700,5160,12540,4
6,56.82721700000001,-117.26675,5,11,9,4,3,0,14340,0,13620,5
8,56.99945,-113.73265,6,4,0,4,3,8,594120,148980,184740,7
0,51.06955,-114.988767,2,11,26,3,4,13,677700,0,671640,5
5,57.32533299999999,-111.426333,6,14,0,4,3,11,54660,0,60,5
0,50.252367,-114.337933,6,10,8,0,0,0,300,0,300,5
0,49.853,-114.052833,6,4,0,3,4,3,13560,2220,7620,7
3,58.728652,-118.738685,2,3,31,4,4,11,300,0,240,6
4,55.756033,-112.200033,6,11,32,4,4,12,57900,0,56340,5
6,56.703817,-118.48825,6,4,0,4,4,2,166380,1860,97080,7
0,51.267667,-114.968933,6,10,8,0,0,0,900,0,900,5
8,56.779617,-115.151717,6,4,0,3,1,2,4800,1980,1800,8
0,51.28185,-114.894733,5,11,9,4,4,2,64680,900,60600,5
8,55.013483,-115.25101,6,2,9,3,3,13,131220,0,125580,5
0,51.633833,-115.10645,6,10,7,0,0,0,540,0,540,8
0,50.8546,-114.60925,6,10,8,0,0,0,420,0,420,5
2,55.07415,-118.2118,6,10,8,4,4,0,54300,0,45600,7
2,55.11603100000001,-117.814898,5,11,16,4,5,0,967740,0,962400,4
8,55.2941,-114.862267,6,7,18,4,3,12,4800,0,3000,6
6,57.94245,-117.53475,6,14,0,4,3,8,15300,2940,6660,8
8,54.946688,-115.504191,6,1,9,4,4,13,3600,3120,480,5
3,59.88166700000001,-117.494833,6,4,0,4,3,2,71400,55380,11820,8
3,57.92585,-116.598,6,4,0,4,3,8,80760,0,13980,5
8,55.132167,-116.513967,6,4,0,4,3,12,73020,3780,59100,7
2,54.94716700000001,-118.791,5,11,9,3,3,0,428940,2580,423120,5
5,57.8403,-112.5289,6,4,0,4,4,1,1004280,0,60,6
2,54.964749,-117.149656,5,11,23,4,3,12,243900,0,232200,4
6,56.615833,-117.829933,5,11,16,4,4,0,163860,0,163200,5
8,55.508033,-114.66755,6,4,0,4,1,2,11160,840,6120,6
2,55.063733,-117.432583,2,3,13,4,4,11,327900,2700,315900,5
3,58.501933,-119.645833,6,4,0,4,1,2,158400,133980,7740,7
0,51.577867,-114.993533,6,10,7,0,0,0,720,0,720,9
7,52.105999,-114.949691,6,10,8,0,0,0,600,0,600,5
1,53.440996,-115.091501,6,10,8,0,0,0,240,0,240,5
1,53.446633,-115.906133,6,14,0,4,3,13,7140,2640,3300,6
0,51.149333,-114.765433,2,4,0,4,3,8,78720,0,70200,5
0,51.278283,-115.0156,6,10,8,0,0,0,600,0,600,6
6,55.730983,-116.564933,6,12,0,3,4,0,1620,0,900,9
9,54.221166,-116.843601,6,4,0,4,4,2,7440,1320,4320,6
3,59.177922,-117.795426,6,4,0,3,4,2,7080,2100,1800,9
3,59.387517,-117.150183,6,4,0,4,5,2,75900,8460,60780,7
0,49.6615,-114.540583,6,10,7,0,0,0,300,0,300,5
1,53.232733,-116.561683,6,10,7,0,0,0,60,0,60,8
6,56.704767,-116.9404,6,4,0,4,3,8,24300,5400,18840,7
4,54.6925,-114.0555,5,11,7,2,3,2,1212360,244800,949800,5
6,56.622783,-117.323333,5,11,30,4,4,11,4320,0,1560,7
0,49.6604,-114.539433,6,10,7,0,0,0,240,0,240,5
5,57.19866700000001,-110.129767,6,4,0,4,4,2,184740,139860,38940,6
6,56.89188299999999,-116.5574,6,4,0,4,2,2,5940,0,5700,7
2,55.142067,-117.470967,6,14,0,4,4,11,5760,0,1560,8
2,54.909183,-118.832633,6,4,0,4,4,8,8880,0,720,7
8,55.36615,-115.077533,5,11,29,4,4,12,3480,1800,900,4
4,55.548386,-110.708258,7,4,0,3,3,2,1649040,108300,1461420,6
1,53.642867,-118.178583,6,14,0,4,3,12,3960,0,900,8
1,53.438667,-116.436167,6,4,0,4,3,8,9300,4200,3000,6
5,59.791853,-111.186955,6,4,0,4,4,3,1641540,633000,859320,6
0,49.671333,-114.591583,6,10,8,0,0,0,120,0,120,9
6,57.040517,-116.889983,6,4,0,4,5,2,330780,0,840,7
6,56.36845,-118.77385,5,0,9,3,4,0,679800,0,679800,10
6,57.967283,-117.576917,6,14,0,4,3,8,517200,87480,429720,6
4,55.1186,-114.039,6,10,14,4,3,3,88440,8100,73740,5
1,53.61755,-115.42805,5,7,15,4,4,7,7440,0,180,10
7,52.8405,-114.947,6,4,0,4,5,8,3000,2400,600,6
8,56.503083,-115.478317,6,4,0,4,4,12,5520,0,900,5
8,57.24,-113.089833,6,4,0,2,3,2,257640,29100,168000,8
9,54.182083,-117.028633,6,4,0,4,4,2,11820,9060,2640,7
1,53.539883,-117.803983,7,14,0,4,5,11,6060,0,60,6
3,59.017633,-117.682167,6,10,11,4,3,12,4620,0,780,5
4,55.090167,-111.1,1,4,0,4,2,2,55740,4860,47700,8
4,55.921783,-110.735667,2,3,31,4,3,11,142980,840,141780,4
1,53.325833,-116.668333,6,4,0,4,2,2,245700,243780,1920,7
8,55.364789,-115.029985,5,11,9,3,3,0,88500,0,85440,5
0,51.161817,-114.855283,2,14,0,4,3,11,30000,0,21600,5
3,57.864433,-115.098783,6,4,0,4,3,2,77340,7740,64620,8
8,55.31815,-114.94945,6,2,24,3,3,0,4320,840,1200,4
6,56.4634,-116.400583,2,10,8,3,3,2,15960,0,8940,7
0,51.5929,-115.151617,6,10,8,0,0,0,300,0,300,7
1,53.71766700000001,-116.107633,5,11,33,4,4,11,5760,0,1200,5
2,54.817475,-117.108541,5,11,23,4,3,0,244740,0,239820,6
4,55.537517,-110.960033,6,4,0,4,1,2,6060,2460,2940,7
1,53.392833,-115.309667,6,7,18,2,3,11,1028220,88440,880860,5
0,51.404267,-115.0588,6,10,8,0,0,0,120,0,120,5
0,51.2715,-114.992133,6,10,8,0,0,0,900,0,900,5
1,53.80148000000001,-119.54393,7,6,16,4,4,3,93540,7020,84900,6
1,53.548867,-115.443233,5,11,16,4,4,11,3204420,43500,3097200,4
4,55.921517,-110.72895,2,3,31,4,4,7,1920,1260,60,5
4,54.8068,-114.078217,6,7,15,4,3,11,5340,0,3060,5
9,54.358367,-116.7047,6,6,30,3,4,7,4080,0,660,5
